"","cc","mz","rt","i"
"1330",1419,250.178470269419,1426.56,12669.9048484561
"1331",1420,250.261418395717,1431.31,44218.3811798096
"1332",1421,250.808536010119,95.9635,4824.19858254084
"1333",1422,250.977704155556,93.2795,8271.34902961589
"1334",1423,251.000468959685,893.5265,9139.79577020886
"1335",1424,251.049437774855,97.9145,4412.02201656743
"1336",1425,251.069744268824,88.1615,18895.6628330912
"1337",1426,251.12835400168,1082.01,181077.422482651
"1338",1427,251.128859323688,1899.2,6012.67472333433
"1339",1428,251.128954540197,442.52,22576.1895580435
"1340",1429,251.131027907553,956.164,4719.99668694117
"1341",1430,251.175018983097,528.301,10915.7085376383
"1342",1431,251.200554507995,1093.92,11807.7222747803
"1343",1432,251.237378619353,1562.33,2241.71017249676
"1344",1433,251.259379970386,1082.325,2514.06339568888
"1345",1434,251.264570785176,1431.805,3366.48316319784
"1346",1435,252.069100609905,84.575,9850.42632516709
"1347",1436,252.10015344352,98.439,6354.27343569295
"1348",1437,252.12176002757,385.457,5949.40689270727
"1349",1438,252.13197130216,1082.09,28217.0854442171
"1350",1439,252.168894741865,99.1645,48275.4153768413
"1351",1440,252.192517650798,802.5005,3434.36555098382
"1352",1441,252.207171810424,244.0155,40189.180416558
"1353",1442,252.270106574727,1537.96,1354.4473598609
"1354",1443,252.997908772702,893.651,4701.79416492772
"1355",1444,253.017177848517,1137,2563.52643203735
"1356",1445,253.122762058777,387.1325,15778.3329031558
"1357",1446,253.134635091825,1081.84,3498.51241520272
"1358",1447,253.141988895746,659.3685,21713.821553289
"1359",1448,253.143979884549,642.1955,42098.6942936413
"1360",1449,253.139512478977,87.174,9458.36320710551
"1361",1450,253.1735659553,561.052,36519.6283916581
"1362",1451,253.172059606776,99.1775,6568.87157313923
"1363",1452,253.179834825978,784.1145,11986.354978236
"1364",1453,253.179246154927,671.3065,11283.2683818976
"1365",1454,253.179283024715,757.8595,7521.43080174169
"1366",1455,253.178224482692,998.684,27654.135039864
"1367",1456,253.215743127341,900.027,5065.92987779624
"1368",1457,253.212648925323,1261.535,3259.69272867839
"1369",1458,253.215184964587,914.906,5819.57691605967
"1370",1459,253.252990149916,1388.925,28094.6906939934
"1371",1460,253.275038517584,1536.72,13876.8557072743
"1372",1461,253.289001910199,1849.055,5514.33367580699
"1373",1462,254.074977321961,83.967,7930.58131037004
"1374",1463,254.090483317929,88.638,7405.49924482955
"1375",1464,254.090862328336,117.418,10618.9276536544
"1376",1465,254.115508240683,78.9105,3809.74197819271
"1377",1466,254.125012870931,386.7555,101951.24654756
"1378",1467,254.143819446398,87.295,55798.5426782491
"1379",1468,254.148612031355,642.072,6438.55173398082
"1380",1469,254.16244579695,104.953,12684.5676616723
"1381",1470,254.175937271517,667.747,5624.06181405158
"1382",1471,254.176060938379,561.049,4974.72054819124
"1383",1472,254.181071962711,998.437,4718.56075529576
"1384",1473,254.248645399226,1515.45,10092.5326020799
"1385",1474,254.255834276199,1389.05,5483.51157356318
"1386",1475,254.257479637095,387.251,673.113072444168
"1387",1476,255.098870302631,82.5365,9275.94479918177
"1388",1477,255.128410581276,386.76,151913.334580314
"1389",1478,255.147214747489,87.1625,129132.827381724
"1390",1479,255.142318947525,114.418,16332.2757696106
"1391",1480,255.160052776915,543.806,19216.5638643471
"1392",1481,255.188628203885,528.2975,9831.7814169847
"1393",1482,255.231964248724,1298.435,9038.93339792887
"1394",1483,255.232113420971,1267.635,13811.9730249547
"1395",1484,255.263028838499,1240.72,2996.46818033854
"1396",1485,255.261291847622,386.874,1974.7855542574
"1397",1486,255.280371552071,87.4475,1794.70298781093
"1398",1488,255.290535577599,1578.36,8896.22557694108
"1399",1489,255.933412466524,97.913,3445.89605158211
"1400",1491,256.180835790586,99.327,3380.8907914816
"1401",1493,256.212082428223,1085.305,7136.70775893208
"1402",1494,256.222947860076,233.45,13874.879956148
"1403",1495,256.229115024798,1420.815,4348.35880561352
"1404",1496,256.264049334061,1326.005,113867.459335327
"1405",1497,256.398119947808,1326.02,1189.6382484436
"1406",1498,257.05671479348,488.014,10434.2347362081
"1407",1499,257.08184486851,84.5435,37993.5072909452
"1408",1500,257.107007973714,79.16,7089.57516741141
"1409",1501,257.148385289613,91.6625,531623.644219542
"1410",1502,257.226388494321,233.5445,41935.6812832395
"1411",1503,257.226248086903,258.5865,23969.1061915326
"1412",1504,257.248087206536,1344.28,126290.481389129
"1413",1505,257.249549086021,1334.025,58591.4403549061
"1414",1506,257.267093058893,1326.255,20227.2434552511
"1415",1507,257.382509683923,1344.28,1265.04522832235
"1416",1508,257.993026415693,98.082,5718.59941589187
"1417",1509,258.060597688862,487.735,1273.2741211483
"1418",1511,258.151069109813,91.6625,60474.6476175184
"1419",1512,258.170577143539,738.852,5395.74480865779
"1420",1513,258.219908679847,1085.03,9361.45616630926
"1421",1515,258.251543525286,1344.28,23198.4357961019
"1422",1516,258.270556642591,1325.77,1969.2501141927
"1423",1517,258.279260621638,1183.91,22683.4022864654
"1424",1518,258.93622002097,94.9925,10906.751675496
"1425",1519,259.097240315709,88.4135,20483.4126875826
"1426",1520,259.152675339831,91.537,6735.83666611181
"1427",1521,259.169263173334,1842.675,19286.404628846
"1428",1523,259.190417058339,1531.18,2248.79336334155
"1429",1524,259.220591804563,455.146,3040.90076284848
"1430",1525,259.225701858772,1109.89,2844.58991409276
"1431",1526,259.242762912537,1899.32,13438.5095505458
"1432",1527,259.254690681193,1343.53,1815.94023600262
"1433",1528,259.936614879651,92.655,1109.15793628314
"1434",1529,260.035484535018,82.1615,2513.60340132183
"1435",1530,260.168530058295,936.917,2657.19491757424
"1436",1531,260.172951152727,1842.67,3613.89906315758
"1437",1532,260.195067486562,99.291,7105.29595517363
"1438",1533,260.220684760271,983.674,2309.54845993959
"1439",1534,260.246766800309,1899.445,2051.58688214998
"1440",1535,260.929552109269,92.156,10390.1852751462
"1441",1536,261.036893313888,85.412,3492.90661335346
"1442",1537,261.11119194457,695.7535,22372.1519308252
"1443",1538,261.111478733219,669.67,12643.4075405341
"1444",1539,261.124022846297,81.5355,7133.50406476902
"1445",1540,261.130439067919,2474.36,15623.9611631081
"1446",1541,261.130213984146,2454.61,13206.960546841
"1447",1542,261.130160431808,2509.12,20593.7882341907
"1448",1543,261.130241152508,2408.85,20356.8522742697
"1449",1544,261.13017445228,2223.29,10691.8850094242
"1450",1545,261.130146573796,2350.83,20360.2105763753
"1451",1546,261.130210944177,2291.06,9976.58816970591
"1452",1547,261.130218495554,2433.1,16556.0930371444
"1453",1548,261.13026023623,2384.59,19906.983488514
"1454",1549,261.129913807856,2311.06,12143.1264244662
"1455",1550,261.130414024958,2369.84,15772.8258286079
"1456",1551,261.130165237409,2273.56,10973.5329686278
"1457",1552,261.128111971044,555.8015,7616.18884192933
"1458",1553,261.130172324625,2254.175,15448.7414906717
"1459",1554,261.130046379166,2330.82,9186.22169370949
"1460",1555,261.129851508796,2193.53,14909.2262762172
"1461",1556,261.130429903688,2179.28,9532.7389831543
"1462",1557,261.130134048746,2159.27,10684.4326696508
"1463",1558,261.136642882754,107.907,6495.15698394946
"1464",1559,261.182582084237,921.2755,3681.91768602228
"1465",1560,261.180896940953,406.004,2450.92352377422
"1466",1561,261.197604200275,99.166,1926.62451589109
"1467",1562,261.220803343518,1052.455,7411.51144506404
"1468",1563,261.221293398259,1292.345,5261.38986674514
"1469",1564,261.23730696374,244.3285,21878.8800813657
"1470",1566,261.623430089812,470.0405,32212.4776260026
"1471",1567,261.623327055032,541.6745,4648.15735952259
"1472",1568,262.09308298003,79.3275,25045.3306751744
"1473",1569,262.125753986941,469.775,10141.2685353273
"1474",1570,262.146650157659,108.032,3340.32030487958
"1475",1571,262.201970415268,99.2235,12816.2604215108
"1476",1572,262.200946438638,757.359,4849.26761821638
"1477",1573,262.237722122518,999.1845,4795.66481462932
"1478",1574,262.238009872891,900.777,20227.003500768
"1479",1576,262.625003106302,470.01,2799.10139756517
"1480",1577,262.907320878905,2614.785,296136.388461142
"1481",1578,262.907350384261,2691.935,145173.477908647
"1482",1579,262.907218980374,1219.145,41277.6259737659
"1483",1580,262.907175872755,7.889,15464.0309537902
"1484",1581,262.907246835472,2665.67,56015.1725203772
"1485",1582,262.907275945402,2647.78,65543.8618715169
"1486",1583,262.913989426455,92.161,9083.10344349056
"1487",1584,263.054427408995,85.6625,76864.6340375693
"1488",1585,263.057095767855,905.4005,27928.2023570874
"1489",1586,263.082188519801,772.116,59994.1168968691
"1490",1587,263.094367151846,79.161,3565.20450036235
"1491",1588,263.128993173189,959.918,3862.70372963544
"1492",1589,263.12872422604,1013.95,28665.4594183071
"1493",1590,263.130816559788,1899.495,7305.24249963733
"1494",1591,263.129226618633,1048.96,6108.47076501991
"1495",1592,263.129265893947,546.425,3527.97757144894
"1496",1593,263.128776920781,1095.215,6757.1334711632
"1497",1594,263.150571276225,89.164,9653.4652487271
"1498",1595,263.175278817443,704.5965,16118.3896594062
"1499",1597,263.205595632295,99.179,37074.9002832603
"1500",1598,263.239790370018,1319.03,4699.83065115868
"1501",1599,263.280567574,1899.12,8623.45846850526
"1502",1600,263.944245628703,93.467,4239.79623412792
"1503",1601,264.04795562639,98.1235,2496.71082433952
"1504",1602,264.058364679464,905.1545,5741.42175864855
"1505",1603,264.058721705998,85.5215,5558.56432338774
"1506",1604,264.106762937113,831.0845,4385.84414003494
"1507",1605,264.15374683968,89.161,7246.03523590231
"1508",1607,264.207266475513,234.706,228179.518929261
"1509",1608,264.232211053644,833.981,24046.7999686686
"1510",1609,264.252947987327,1132.225,5818.888256073
"1511",1610,265.071072550519,387.3795,17717.1256397276
"1512",1611,265.094139015529,114.2335,28867.6010974408
"1513",1612,265.130915989169,82.9485,9953.96457659424
"1514",1613,265.14478596496,649.559,5539.06436425969
"1515",1614,265.174042520131,1899.05,7413.12237277021
"1516",1615,265.180435418598,1324.28,19117.3470615402
"1517",1616,265.179273447132,660.082,4286.19934218564
"1518",1617,265.18081053406,1111.63,10215.6384661891
"1519",1618,265.214725373716,1000.43,5120.19144909971
"1520",1619,265.252951324597,1386.06,41610.6236886147
"1521",1620,265.253175738822,1373.56,21278.5633063341
"1522",1621,266.134745721269,82.8235,31648.9117588384
"1523",1622,266.139404668732,811.903,20839.2173684652
"1524",1623,266.13864661501,527.301,1839.57697590433
"1525",1624,266.144258915247,555.3005,6416.09137696744
"1526",1625,266.160344085737,89.1635,7721.07264742462
"1527",1626,266.172246366846,561.4275,8408.08985984861
"1528",1627,266.173404574444,1426.81,5617.25590133667
"1529",1628,266.182968432028,1324.03,3288.4388571861
"1530",1629,266.204236145684,91.6605,3482.42818810442
"1531",1630,266.256163089764,1386.055,8506.46301062195
"1532",1631,266.955166383971,94.5725,9449.6249663384
"1533",1632,266.999307149254,1895.89,3616.5212383202
"1534",1633,267.02459584156,98.097,6926.68102322337
"1535",1634,267.061995381137,85.32,4909.39891191516
"1536",1635,267.112547338019,110.6575,8479.7369808394
"1537",1636,267.125339194847,835.111,5492.8094404262
"1538",1637,267.157382974914,757.609,45912.6715462217
"1539",1638,267.16409427849,89.163,7405.51331971611
"1540",1639,267.169729456722,439.9915,7416.55237516286
"1541",1640,267.172584109125,1146.62,47338.7683679311
"1542",1641,267.189248165361,704.607,24258.9961509076
"1543",1642,267.193920086657,999.3095,9276.50744167019
"1544",1643,267.269407280638,1431.56,2080123.88671875
"1545",1644,267.404739343741,1419.815,1679.98600358778
"1546",1645,267.40455861373,1440.185,1800.19448691866
"1547",1646,267.623268445351,421.595,13049.3892833648
"1548",1647,267.642779166896,469.9075,2300.3389406644
"1549",1648,268.072527649412,85.6625,8816.8388864497
"1550",1651,268.143030440155,99.1515,397603.328627813
"1551",1652,268.144820984735,469.8105,14288.0347695625
"1552",1653,268.16183406939,757.4855,6174.74959226783
"1553",1654,268.165298683988,89.0195,1607.69801077881
"1554",1655,268.176252325979,1147.48,8385.60024703403
"1555",1656,268.190806528421,695.842,5151.40867354127
"1556",1657,268.264274828506,1515.08,10924.2057135577
"1557",1658,268.263869430799,1107.955,14064.976298857
"1558",1659,268.272231018372,1431.435,390707.112467448
"1559",1660,268.293176617718,1562.33,2400.78731273584
"1560",1661,268.29889771028,1773.41,2921.95215861003
"1561",1662,268.299835363685,1322.23,16149.921844409
"1562",1663,268.408859219533,1432.56,4616.94019568808
"1563",1664,268.646907569426,541.6745,5292.00286606015
"1564",1665,268.646901978316,469.7825,36152.4323547097
"1565",1666,268.999102525349,92.6565,84476.5987667598
"1566",1667,269.048712443565,1138.295,27843.4896469116
"1567",1668,269.048775352951,1106.79,14764.4149170744
"1568",1669,269.073454541582,85.6625,140847.527202277
"1569",1670,269.145567196029,99.1515,51608.2858510549
"1570",1671,269.148369174798,469.92,5658.93188576548
"1571",1672,269.170682068995,88.9135,8290.4361560602
"1572",1673,269.209837697098,85.5385,1724.21839723174
"1573",1674,269.2662479706,1105.64,1927.08893712362
"1574",1675,269.275264436352,1431.56,41933.26222229
"1575",1676,269.285271017346,1773.66,8586.97520449736
"1576",1677,269.645951146125,470.056,1860.107738727
"1577",1678,270.002918657239,92.6475,5715.81369509811
"1578",1679,270.050220704021,1138.445,6809.09304173787
"1579",1680,270.146642904561,99.1515,54811.9318168067
"1580",1681,270.174304702841,89.1635,7417.43515493253
"1581",1682,270.243609508079,1426.3,11601.3095842997
"1582",1683,270.243763587839,1394.8,13161.3378296936
"1583",1684,270.280015151492,1383.56,15947.830300322
"1584",1685,271.004099711782,91.8735,2745.02570208441
"1585",1686,271.04638139805,1136.61,2936.91818745931
"1586",1687,271.112756851438,114.058,31780.0176086062
"1587",1688,271.123649628693,79.1605,14220.1299660073
"1588",1689,271.150341876562,99.1515,8318.31935881153
"1589",1690,271.146443442222,1261.79,79744.8240915934
"1590",1691,271.183708679503,439.9965,8633.51557773096
"1591",1692,271.205588938618,1624.62,3546.81160149564
"1592",1693,271.223726698076,899.6515,2610.59567232925
"1593",1694,271.241648896433,1898.95,3648.50924208238
"1594",1695,271.263484679409,1389.05,5496.33728921395
"1595",1696,271.280501611524,1383.31,2142.71313216194
"1596",1697,271.313869124174,1325.65,895.509978746669
"1597",1698,271.977244761174,95.2295,5292.9708814395
"1598",1699,272.126878314815,79.1775,42874.3534007082
"1599",1700,272.13182541243,399.077,73773.2654820249
"1600",1701,272.149683499214,1261.69,12311.7756665548
"1601",1702,272.155981619677,99.1775,22310.1006304858
"1602",1704,272.181017047552,89.17,9268.74486943393
"1603",1705,272.186082271815,543.8045,18683.1254098168
"1604",1706,272.221701626756,748.7305,4609.32414052789
"1605",1707,272.234072683643,235.703,39967.9675287125
"1606",1708,272.258992025,990.1765,136480.975060961
"1607",1709,272.258647024313,1298.47,9452.91393661499
"1608",1710,272.258351713862,1209.675,8275.68223317464
"1609",1711,272.294997609652,1030.44,45764.6309098715
"1610",1712,272.317528257426,1325.675,5685.84091186523
"1611",1713,272.396316425471,990.175,1629.86328157533
"1612",1714,273.093549849194,783.114,18405.2762511125
"1613",1715,273.093252784832,808.2445,14173.4942052207
"1614",1716,273.109350812212,83.946,14669.9803857782
"1615",1717,273.122475939592,92.3975,1328304.63527548
"1616",1718,273.137307386615,399.3205,12058.1114063767
"1617",1719,273.185117228807,1110.765,11352.6521667645
"1618",1720,273.237457393481,234.202,172009.159671909
"1619",1721,273.257681809689,1899.445,8574.92698229472
"1620",1722,273.261876716433,990.1765,25664.8493589455
"1621",1724,273.298416238831,1030.815,9260.89444797878
"1622",1725,274.085223971727,488.139,10536.056595253
"1623",1726,274.125086066224,92.3975,144462.637477868
"1624",1727,274.13688148004,399.327,8634.32938794514
"1625",1728,274.145136440026,421.614,7798.09218859166
"1626",1729,274.18421812593,994.624,2658.13022866207
"1627",1730,274.189147942793,1107.86,1299.96170103527
"1628",1732,274.262967955,91.914,2288.87501897355
"1629",1733,274.265487651005,990.176,2283.12454043335
"1630",1734,274.274403073945,1050.075,67917.4523935949
"1631",1735,274.646739504812,421.3905,14541.0141235381
"1632",1736,274.910551131901,95.038,16088.7216466928
"1633",1738,275.093652672027,436.822,5649.98572639003
"1634",1739,275.121233010664,92.408,105809.845799671
"1635",1740,275.141985163211,399.1,94382.9802055024
"1636",1741,275.13538810831,87.914,14378.3667064607
"1637",1742,275.14299028898,691.089,3873.72472597073
"1638",1743,275.162357987651,99.14,7668.3547341279
"1639",1744,275.210181958174,893.904,2146.33699674553
"1640",1745,275.223272241691,1142.69,3612.16291213874
"1641",1746,275.258064391633,1249.135,8852.65013598132
"1642",1747,275.276081320759,1050.45,9969.39924448843
"1643",1748,275.280507512456,399.223,765.810036911152
"1644",1749,275.568972170092,81.9225,2151.57028387676
"1645",1750,276.108500526837,79.4275,39379.8202879124
"1646",1751,276.107933628111,386.998,11045.5258371596
"1647",1752,276.123640122862,91.9125,14742.7753673765
"1648",1753,276.144060270164,399.0275,12133.1582285212
"1649",1754,276.169595937674,99.1645,40819.0047460548
"1650",1755,276.196398211354,908.1565,76808.9144120195
"1651",1756,276.195996232869,874.8965,33219.8186719903
"1652",1757,276.196290322455,956.169,22652.3642595548
"1653",1758,276.283414471853,999.326,8147.62928367396
"1654",1759,276.289469017395,1133.49,1385.61616924286
"1655",1760,276.290619046728,1899.32,2238.38534280877
"1656",1761,276.903654827182,92.9065,18627.7891191285
"1657",1762,277.111231411264,387.0005,15063.8759801316
"1658",1763,277.111074971127,107.898,9291.93308603744
"1659",1764,277.108936900884,959.7935,3666.17066953184
"1660",1765,277.105831528166,82.2975,9995.41341805122
"1661",1766,277.129204895348,510.1365,9309.60643632477
"1662",1767,277.139033409243,399.1525,5915.74291956211
"1663",1768,277.171288147571,99.2235,15262.1645125646
"1664",1769,277.180587253342,1078.72,55509.253746398
"1665",1770,277.18034160473,796.7475,77361.9882850213
"1666",1771,277.182204008878,973.923,11628.0943635595
"1667",1772,277.17994393215,1842.43,8194.16303987804
"1668",1773,277.192537765824,994.6835,6934.14546794988
"1669",1774,277.197838814412,908.526,16762.2566931744
"1670",1775,277.197729275456,865.3895,6114.84514424363
"1671",1776,277.26851940433,995.5545,2759.89347738802
"1672",1777,277.288797492781,1510.955,5867.98597917527
"1673",1778,277.301132844986,1899.075,2583.11106974919
"1674",1780,278.176073735148,99.1515,103421.943677412
"1675",1781,278.178400815621,1899.075,8329.51542870511
"1676",1782,278.184204572976,1078.845,10972.2513987838
"1677",1783,278.183584690662,796.7465,17783.5060244248
"1678",1784,278.245818286997,1326.28,6224.26878843252
"1679",1785,278.305964147446,1899.065,13851.4950301573
"1680",1786,278.314621908043,99.4545,1459.73485987047
"1681",1787,278.891621668155,92.405,9918.7483875203
"1682",1788,279.003371028982,84.0645,3370.73165750145
"1683",1789,279.10246003959,1907.45,6390.24859651492
"1684",1790,279.11625514448,1624.63,5493.74342221037
"1685",1791,279.137435005709,137.9365,18400.028894651
"1686",1792,279.159760619971,1110.105,297672.221536217
"1687",1793,279.170290897153,363.366,6202.7035168893
"1688",1794,279.17988956882,99.1135,301341.922510718
"1689",1796,279.231980238233,1003.065,11979.24618135
"1690",1797,279.29914058665,1112.56,2941.78843053182
"1691",1798,280.093397639883,80.195,5313.5297811618
"1692",1799,280.104301089778,87.8865,3500.77321990957
"1693",1800,280.159875631833,690.9705,3926.59639621766
"1694",1801,280.155179320262,880.6455,1828.51029807013
"1695",1802,280.163341220651,1107.45,38126.0873193911
"1696",1803,280.176000308422,99.1645,11377.0044757538
"1697",1804,280.204307250892,1152.715,12010.5390817342
"1698",1805,280.263744698035,1305.43,13519.9630201153
"1699",1806,280.263673056644,1651.87,30392.5997570093
"1700",1807,280.262440926546,1104.9,4028.76889501439
"1701",1808,280.584967932324,82.15,2552.60787622981
"1702",1810,281.051949941501,1335.115,4393.27534016377
"1703",1811,281.051520081323,1895.69,14219.1244938789
"1704",1812,281.051590483131,1937.58,25235.3284940844
"1705",1813,281.051705352941,1094.265,15726.6975820256
"1706",1814,281.052311218219,1220.54,4586.98715696664
"1707",1815,281.051927328315,1529.52,4907.73610921857
"1708",1816,281.052466083818,886.4,5701.93447658575
"1709",1817,281.051940782578,1609.77,6113.3501778295
"1710",1818,281.09646145062,417.009,5823.66740099922
"1711",1819,281.102520982266,835.634,1610.07292882432
"1712",1820,281.099425826339,79.66,2428.25257960369
"1713",1821,281.138950083193,1025.195,138945.668619792
"1714",1822,281.138828640366,1013.945,187638.672697638
"1715",1823,281.139293378085,568.446,32446.5096448826
"1716",1824,281.139045095059,1074.05,278375.624809816
"1717",1825,281.138975778572,1048.95,214944.201343609
"1718",1826,281.138883309192,959.6665,121530.643264071
"1719",1827,281.139056647672,597.7945,49089.4270220142
"1720",1828,281.139022770138,637.358,32240.534427438
"1721",1829,281.139662885449,445.108,5962.42181548477
"1722",1830,281.165320077175,1110.195,5569.35192054063
"1723",1831,281.178138906159,99.2235,21199.4867478189
"1724",1832,281.174886370755,887.652,5779.05815653411
"1725",1833,281.199289574309,109.025,4406.40716231688
"1726",1834,281.247753876066,1087.69,34578.7050307505
"1727",1835,281.240620843265,999.254,9318.56377564342
"1728",1836,281.247370718281,1157.75,17991.6545680198
"1729",1838,281.283355752165,1472.565,5204.74502863407
"1730",1839,282.052524892303,1937.585,6228.38161669456
"1731",1840,282.052853509255,1094.58,3508.54521782379
"1732",1841,282.052519643711,1895.69,3313.350489805
"1733",1842,282.101842950972,933.664,4899.4317851149
"1734",1843,282.110415403994,79.1605,4114.57633983961
"1735",1844,282.142381765916,1014.2,27490.3685597562
"1736",1845,282.142296173511,1074.05,45592.3637240648
"1737",1846,282.142529818618,959.545,20434.837583998
"1738",1847,282.1427188682,637.4815,4963.70649656826
"1739",1848,282.142786107664,597.55,7252.40458669024
"1740",1849,282.14271019103,1049.08,35836.2676140164
"1741",1850,282.178163335005,92.3975,9734.28294570836
"1742",1851,282.206947258526,1112.575,6992.99925909213
"1743",1852,282.279609932488,1361.545,158979.180887858
"1744",1853,282.279571786752,1374.8,78888.8219186262
"1745",1854,282.419646850413,1361.8,1823.6683438619
"1746",1855,282.586762633328,81.907,2146.60652367973
"1747",1856,282.630593019409,409.993,2071.810452106
"1748",1857,283.031464384215,1255.03,2557.83089297172
"1749",1858,283.031765852885,1213.04,2711.83557463212
"1750",1859,283.051015604366,1937.71,3542.8435447022
"1751",1860,283.049859270249,1093.27,1235.3434058825
"1752",1861,283.112669603592,78.9105,11881.1818272145
"1753",1862,283.119121264785,838.633,6132.86901876494
"1754",1863,283.138618693212,83.298,6328.25334523075
"1755",1864,283.147749063846,1073.91,4097.91230010986
"1756",1865,283.263466248065,1171,13503.6445519703
"1757",1867,283.267261727718,1394.905,6724.52784525553
"1758",1868,283.282080367506,1361.54,27644.018743515
"1759",1869,283.312769184883,1578.34,16522.5140231151
"1760",1870,283.59374377009,82.034,3424.63249192815
"1761",1871,284.056373414841,86.6585,5852.58818251037
"1762",1872,284.115038271028,1009.18,1898.91546517159
"1763",1873,284.145157107659,82.9115,21058.4791770568
"1764",1874,284.156474658617,88.414,3530.22264491944
"1765",1875,284.197150209296,106.108,14662.7831904857
"1766",1876,284.266319881343,1171.045,2305.12723032633
"1767",1877,284.287142373359,1361.79,3027.18086497287
"1768",1878,284.295322604228,1416.82,78348.9293103646
"1769",1879,284.436593996836,1416.58,611.064055663378
"1770",1880,284.597976929754,81.7855,1794.63982117022
"1771",1881,284.889884940455,91.914,19258.7040172223
"1772",1882,284.887905206721,2607.4,18349.4372410787
"1773",1883,284.888554687547,1890.19,10055.1546302382
"1774",1885,284.961319534856,604.565,6698.84605176312
"1775",1886,284.973208136227,93.383,301639.506035524
"1776",1887,285.124288756241,78.66,4157.75423347275
"1777",1888,285.192372957066,115.0365,7098.92895974947
"1778",1889,285.222180137333,1347.53,3003.53723398844
"1779",1890,285.242868767544,1249.13,33369.5234036823
"1780",1891,285.258894962,1899.195,3865.220422192
"1781",1892,285.27967983106,1431.31,546716.7960993
"1782",1893,285.419977484226,1434.935,1828.10693105062
"1783",1894,285.976808969466,93.41,20741.9605004225
"1784",1895,286.113609609116,416.2595,5719.90702495184
"1785",1896,286.136432695316,80.16,9839.28930242673
"1786",1897,286.151134692579,87.415,14594.7251646866
"1787",1898,286.200732281923,577.057,1976.5284257949
"1788",1899,286.20919613924,104.759,2892.62832360438
"1789",1900,286.227690659713,659.725,11630.2619460863
"1790",1901,286.24639102101,1249.13,5015.59947291246
"1791",1902,286.282739883907,1431.31,107393.279092674
"1792",1903,286.959369463573,604.814,7942.32132187931
"1793",1904,286.973409826671,93.1565,29068.161545857
"1794",1905,287.059116546457,1138.295,44967.3544879932
"1795",1906,287.068115659593,114.297,3202.01796813134
"1796",1907,287.144355727243,82.7875,38784.3932335921
"1797",1908,287.183625726614,691.094,3670.93079507499
"1798",1910,287.272869302991,1899.44,3892.61355626066
"1799",1911,287.285613542305,1431.56,9296.00711695353
"1800",1912,287.603563797915,82.221,2664.95739607115
"1801",1913,288.060726911252,1138.295,11103.4920005798
"1802",1914,288.121355674392,79.552,4128.34621117605
"1803",1915,288.199252149734,1046.445,8674.37311792681
"1804",1916,288.202728105363,108.533,9384.82163473042
"1805",1917,288.253426917188,1046.065,55969.5595219727
"1806",1918,288.25355544438,1079.205,27932.4151249672
"1807",1919,288.263167597491,802.877,1959.77339273045
"1808",1920,288.618425981137,78.658,4558.82324718087
"1809",1921,288.955958383278,605.061,1325.89298193027
"1810",1922,289.046436336795,85.478,3242.34432442802
"1811",1923,289.058211276655,1138.295,5881.96840859731
"1812",1924,289.121161414687,78.551,5194.86307198926
"1813",1925,289.158734244948,733.8555,65321.7458638214
"1814",1926,289.159642212524,789.874,6706.30159762879
"1815",1927,289.154357913342,1146.05,3762.73725601042
"1816",1928,289.23071695207,97.873,3210.53859713323
"1817",1929,289.23962582293,1232.85,10782.8370874526
"1818",1930,289.254931621401,1045.945,7730.4707852576
"1819",1931,289.270056431845,1300.21,5122.65442495465
"1820",1932,289.654619615371,781.994,1416.20686502449
"1821",1933,290.087798953787,79.1605,59544.9649560086
"1822",1934,290.135230038659,88.6635,120135.712435051
"1823",1935,290.161695833634,733.7315,10251.6239656988
"1824",1936,290.160282519347,384.75,4285.05721325938
"1825",1937,290.173173958408,138.308,11142.3507538349
"1826",1938,290.269447479659,1039.565,89089.8686260544
"1827",1940,290.88746023046,95.226,2042.39074301349
"1828",1941,291.120068040636,82.6615,1988179.44111874
"1829",1942,291.126676259201,89.42,26280.5332568053
"1830",1943,291.196010275146,1087.775,37199.3865280151
"1831",1944,291.211976179698,114.729,9576.10112525614
"1832",1945,291.21026404918,1046.57,11122.4632220775
"1833",1946,291.248901173285,1112.505,3108.7555604762
"1834",1947,291.272297612845,1039.69,16484.1214447021
"1835",1948,291.309172452632,1899,3382.10642959744
"1836",1949,292.10363269832,78.41,11098.6315027413
"1837",1950,292.122317233239,82.656,268433.52161037
"1838",1951,292.199975807382,104.056,30973.1518991243
"1839",1952,292.199569001036,1087.97,7797.61923217773
"1840",1953,292.214013861901,1047.19,1555.79095164617
"1841",1954,292.264772626601,82.662,2096.77425081584
"1842",1955,292.284308693292,1248.995,4610.7731011468
"1843",1956,292.283508468283,1052.455,3441.2842689062
"1844",1957,292.321146845084,1899.3,1217.30836486881
"1845",1958,292.876583840839,93.16,31528.1593451046
"1846",1959,293.088775914813,114.668,3793.29904125677
"1847",1960,293.099869727488,84.842,461579.817548667
"1848",1961,293.154968503994,108.094,4990.28268404123
"1849",1962,293.172653578553,733.859,3623.89840291819
"1850",1963,293.224158674025,106.299,11431.4942432937
"1851",1964,293.250940121305,659.33,10817.4530641065
"1852",1965,293.284436499006,1441.56,2579.55262118264
"1853",1966,293.324807934411,1898.95,6551.59497118508
"1854",1967,293.635854320803,78.4105,1952.79887001151
"1855",1968,294.102852424295,84.696,53985.0648223123
"1856",1970,294.175518847028,733.8555,59917.6311601418
