"","cc","mz","rt","i"
"11671",12366,1127.32283886193,81.428,3338.49219062774
"11672",12368,1127.93134238482,1127.3,967.999954695296
"11673",12369,1128.26523428699,1129.23,1349.59288155995
"11674",12370,1128.31487007819,2088,78319.1986523431
"11675",12371,1128.33096987654,80.928,1422.82907349887
"11676",12372,1128.42403044911,1740.4,2080.62727864583
"11677",12373,1128.54432465583,1572.34,1577.76963043213
"11678",12374,1128.59843355272,1128.905,933.736166170196
"11679",12375,1129.3159640115,2088,86910.3961081525
"11680",12376,1129.39091174273,948.917,1372.4427910354
"11681",12378,1129.55599504189,949.163,1553.29642409503
"11682",12380,1129.72154241559,949.29,1185.42074819819
"11683",12381,1129.89957462983,2100.5,1086.17797320389
"11684",12382,1130.31466070118,2088,89283.9518477716
"11685",12383,1130.49602673721,85.9125,4234.68039488546
"11686",12384,1130.56210401904,1586.475,3796.26490462887
"11687",12385,1130.69766072213,1018.43,1764.99596027984
"11688",12386,1130.90360642818,2100.755,857.098552664693
"11689",12387,1130.94722265802,1018.185,2116.43832397461
"11690",12389,1131.19715046116,1018.43,2101.67994944255
"11691",12390,1131.19233443778,75.0705,1485.30637494458
"11692",12391,1131.31438611734,2088,59418.6683550565
"11693",12392,1131.44705270976,1018.935,1184.13112258911
"11694",12393,1131.52464175489,74.908,1483.23015491769
"11695",12394,1131.56412405105,1586.6,2493.40668989665
"11696",12395,1131.85822990868,74.907,1651.61696622101
"11697",12396,1131.95831215854,1058.715,1083.55096413812
"11698",12397,1132.19308414193,74.9635,1977.01928368811
"11699",12398,1132.20644414341,1058.6,3212.18219884237
"11700",12400,1132.31309039377,2088,35929.7962736112
"11701",12401,1132.46128364501,1058.51,3716.31281056634
"11702",12402,1132.52775023289,75.049,5002.67441625083
"11703",12403,1132.58273639481,1088.83,1887.39918689398
"11704",12404,1132.70886388475,1058.83,3267.31467819214
"11705",12405,1132.86250928692,75.0325,11650.3789421362
"11706",12406,1132.87985229962,1786.16,3414.70818636746
"11707",12407,1132.91763838353,1088.705,2178.19053777059
"11708",12408,1132.96212866424,1058.96,2124.0745976766
"11709",12410,1133.19686390109,75.0325,21513.9408957535
"11710",12411,1133.25013583956,1089.04,1171.06468800053
"11711",12412,1133.30865791178,2088,20214.2013414481
"11712",12413,1133.38311647299,1786.66,5255.89055708536
"11713",12414,1133.53045846001,75.0325,27385.5818123948
"11714",12415,1133.86479213498,75.0325,20439.7253273204
"11715",12416,1134.19869981787,74.947,6216.65939125289
"11716",12417,1134.30312445109,2088,10605.8314933777
"11717",12418,1134.53152743051,74.947,3343.27414395292
"11718",12419,1134.80940469823,93.914,3786.03458412907
"11719",12421,1135.2689615893,1127.685,2585.28400269233
"11720",12422,1135.29313582417,2088,5752.9870407181
"11721",12423,1135.45367585324,1018.19,1392.98755546328
"11722",12424,1135.6039788224,1127.38,3269.31435041263
"11723",12425,1135.7022274492,1018.43,2783.2194519043
"11724",12426,1135.79632429854,1404.68,1860.26560092041
"11725",12427,1135.84351210746,2121.01,804.475165955722
"11726",12428,1135.93916519989,1127.38,1919.87715101976
"11727",12429,1135.95247588071,1017.94,3650.14740626017
"11728",12430,1136.20133204633,1018.435,4078.79054962955
"11729",12431,1136.28494924813,2088.125,2667.20258585612
"11730",12432,1136.39487540645,1723.39,2028.75890925487
"11731",12433,1136.45221480502,1018.185,3292.9839960734
"11732",12434,1136.69841227157,1018.31,2235.31564199755
"11733",12435,1136.80081155523,1404.745,2547.27196274169
"11734",12436,1136.80955909981,93.658,2970.4750071468
"11735",12437,1136.87224778165,1705.39,3173.52038192749
"11736",12438,1136.95187011844,1018.18,1117.38610585531
"11737",12439,1137.7058348239,1058.965,1005.05977850366
"11738",12440,1137.87592255604,1705.135,1684.11033831596
"11739",12441,1137.95569398921,1059.46,1578.86469141642
"11740",12442,1138.18406930027,74.782,1537.80820663975
"11741",12443,1138.5184073332,74.909,1931.94065467284
"11742",12444,1138.85372498095,75.157,2106.18142058937
"11743",12445,1139.18780954278,74.909,1817.72175289781
"11744",12447,1139.59821088538,1455.065,8230.03151327472
"11745",12448,1139.85717003621,74.906,1730.03513346601
"11746",12449,1139.88820663486,1797.54,12456.9296715678
"11747",12450,1139.91227743647,1089.46,727.827336257944
"11748",12451,1140.19014602177,74.8205,3519.10721380605
"11749",12452,1140.24534373773,1088.37,929.405172735591
"11750",12453,1140.38992949655,1797.535,16038.04813321
"11751",12454,1140.42597785435,1732.775,1251.22339370996
"11752",12455,1140.52333541372,74.697,6212.28892138543
"11753",12456,1140.60061181004,1454.94,6194.24964568849
"11754",12457,1140.8590350638,74.697,7960.62962165603
"11755",12458,1140.89136838352,1797.785,12081.7080151285
"11756",12459,1141.19260217264,74.697,5890.69628829396
"11757",12460,1141.19549345301,1018.18,1183.77540461222
"11758",12461,1141.39274619147,1797.415,5504.77262499504
"11759",12462,1141.44916104896,1018.43,1616.4547551473
"11760",12463,1141.52403468986,74.7825,2052.37228323646
"11761",12464,1141.6012569347,1455.31,3261.10657307702
"11762",12465,1141.69605475876,1018.185,1714.40453592936
"11763",12466,1141.86203680108,74.735,1066.68389513575
"11764",12467,1141.94166589955,1017.685,1419.61053682295
"11765",12468,1142.36364114297,2122.76,1092.94432789543
"11766",12469,1142.44319502441,1402.115,711.597039540609
"11767",12470,1142.7129596849,1058.7,1539.34466298421
"11768",12471,1142.92996455571,1128.68,1078.94197614751
"11769",12472,1142.96676677507,1058.47,2149.79431152344
"11770",12473,1143.00404891209,2038.74,9423.34639140941
"11771",12474,1143.20985125863,1058.48,2416.0842666626
"11772",12475,1143.36913011652,2122.76,1223.20778656006
"11773",12476,1143.45822865241,1058.87,1954.06480280558
"11774",12477,1143.7062162011,1058.2,1198.60026371746
"11775",12478,1144.0067719144,2038.73,8071.43703333537
"11776",12479,1144.36665516939,2122.76,1241.45136388143
"11777",12482,1145.52340259769,74.782,1499.77855116131
"11778",12483,1145.84943059385,74.408,900.088113970581
"11779",12484,1146.17952694309,74.409,1019.14363133509
"11780",12485,1146.32445065531,1918.45,5820.7218684009
"11781",12486,1146.5275921608,74.9085,2330.87026768353
"11782",12487,1147.18788299488,1018.44,882.597127623044
"11783",12488,1147.32591185995,1918.45,6456.09757359823
"11784",12489,1147.53118202572,74.907,1550.30009125461
"11785",12490,1147.58806040953,1586.6,8254.7228580689
"11786",12491,1148.18597779097,74.235,1113.53479983403
"11787",12492,1148.32448314788,1918.45,6119.16712784976
"11788",12494,1148.52853303833,74.485,1232.86289334407
"11789",12495,1148.59019220333,1586.475,5403.49771043366
"11790",12496,1148.70112047033,1058.59,1167.63675009819
"11791",12498,1149.32482219656,1918.45,4304.0891456604
"11792",12499,1149.59370825613,1586.475,1760.80532073975
"11793",12500,1149.95356421967,1431.31,1377.03934297876
"11794",12501,1150.25536058473,1124.39,533.563815774286
"11795",12502,1150.32301540455,1918.45,2786.37053295376
"11796",12503,1150.7852293704,93.895,2771.08121982994
"11797",12504,1151.31923705842,1918.45,1287.78918750974
"11798",12505,1152.04934430852,968.929,1472.85942598961
"11799",12506,1152.24974064368,969.2965,1081.18724659048
"11800",12507,1154.39276405659,78.659,1449.50772580799
"11801",12509,1154.89320648299,1773.9,5993.11350586798
"11802",12510,1155.39815504792,78.91,3393.74308715259
"11803",12511,1155.3947316857,1773.66,8843.13051688237
"11804",12513,1159.43725794166,77.657,1621.47354967319
"11805",12514,1159.59777015892,1019.69,1040.20372230779
"11806",12515,1159.85003010604,1018.94,1100.23402225079
"11807",12516,1159.85174299983,969.0535,1102.76418536631
"11808",12517,1160.05211242036,968.918,3242.8927645091
"11809",12518,1160.10029863759,1019.19,1235.70422084093
"11810",12519,1160.25463067562,968.42,5589.29720261274
"11811",12520,1160.4381758797,77.677,3381.44083766671
"11812",12521,1160.454408882,968.679,5609.89791390626
"11813",12522,1160.65305844162,968.679,4987.56465617509
"11814",12523,1160.79871898836,93.41,2284.83264326402
"11815",12524,1160.85276411859,968.554,3518.98671228948
"11816",12525,1161.05178801732,969.418,2214.32412411234
"11817",12526,1161.44044677214,77.926,2621.72786368487
"11818",12528,1162.40461282975,1788.42,3344.58998176296
"11819",12529,1164.45077027429,969.168,1990.38696088726
"11820",12530,1164.6476790055,968.936,3311.79372736389
"11821",12531,1164.85017035596,968.6725,3274.05623052471
"11822",12532,1165.04941130709,968.8045,3204.09095563583
"11823",12533,1165.25040226956,968.429,2018.79456607737
"11824",12534,1165.44587664379,969.1785,1134.93855313548
"11825",12535,1165.45036190279,81.747,1881.75823717932
"11826",12536,1165.65471762414,1006.59,1457.47737892151
"11827",12537,1165.74378420871,1863.69,1634.89163497407
"11828",12538,1165.85887138359,1006.965,2520.56711941879
"11829",12539,1166.05905410538,1006.94,2783.40050379435
"11830",12540,1166.25723192822,1006.93,2298.90999476495
"11831",12541,1166.45648356537,81.454,4194.78970422455
"11832",12542,1166.74535693619,1863.94,1154.07558228387
"11833",12543,1167.35965408429,1059.56,955.962166365399
"11834",12544,1167.54531566654,1713.015,1077.17120641216
"11835",12545,1167.60077098334,1059.82,964.702205511017
"11836",12546,1168.45020008882,968.429,2967.58853882804
"11837",12547,1168.65197191818,968.936,5012.60845299913
"11838",12548,1168.85277639131,968.6795,6317.53887006556
"11839",12549,1168.90880709744,1799.29,9132.82341174226
"11840",12550,1169.05345443794,968.554,6113.33010329676
"11841",12551,1169.25204812398,968.67,5215.40244139491
"11842",12552,1169.34073618175,2088,22140.2903302511
"11843",12553,1169.4109775081,1799.67,12716.6134682246
"11844",12554,1169.4529880323,968.668,3774.21685152291
"11845",12555,1169.56285466981,1740.15,2205.51174163818
"11846",12556,1169.64585778439,968.6795,2014.06030178673
"11847",12557,1169.85148781715,968.436,1166.31471153759
"11848",12558,1169.91181248462,1799.67,9466.80316085766
"11849",12559,1170.34176286538,2088,25284.9535344442
"11850",12560,1170.35164250181,1018.435,2879.13727315267
"11851",12561,1170.4139882485,1799.16,4670.12627314698
"11852",12562,1170.6016580446,1018.31,5294.71754582723
"11853",12563,1170.85297329886,1018.315,7840.93834707582
"11854",12564,1171.10277597205,1018.31,7600.8177579244
"11855",12565,1171.34047233089,2088,26026.6479873657
"11856",12566,1171.35326667507,1018.435,4456.54716231454
"11857",12567,1171.60394557249,1018.19,2055.58473825383
"11858",12568,1172.33996521859,2088,17990.4962793986
"11859",12569,1172.84836316476,968.7965,1964.56507554037
"11860",12570,1173.04911685754,968.9205,3411.585052274
"11861",12571,1173.24930484897,968.554,3832.87912192995
"11862",12572,1173.33903129321,2088,11160.3954060872
"11863",12573,1173.45006728814,968.67,3562.41700456295
"11864",12574,1173.64668374547,968.686,3203.20204249413
"11865",12575,1173.6435871879,1738.9,1504.55729548136
"11866",12576,1173.84501265349,968.172,2347.61649073688
"11867",12577,1174.05113248745,968.686,1348.05528810953
"11868",12578,1174.25889787534,1007,1884.13539632161
"11869",12579,1174.33864104425,2088.125,5608.8252338738
"11870",12580,1174.46180654672,1006.18,2281.83829428521
"11871",12581,1174.50292384019,88.1865,715.374066768919
"11872",12582,1174.65865020921,1007,2010.25256601969
"11873",12583,1174.85541169866,1006.93,1482.22706642993
"11874",12584,1175.05323216153,1007.215,1358.34711509474
"11875",12585,1175.33735402262,2088.25,2553.14104155738
"11876",12586,1175.81775066457,1778.66,1147.82041080519
"11877",12587,1175.8447341848,1018.565,1351.49781550455
"11878",12588,1176.09637769044,1018.68,2410.40562323385
"11879",12589,1176.33685387303,2088,938.305615743001
"11880",12590,1176.3481883489,1018.44,2828.45255442303
"11881",12591,1176.59693762103,1018.06,3397.05448659261
"11882",12592,1176.84852421016,1018.06,1782.15128835042
"11883",12593,1177.24632958637,968.304,1291.77166292241
"11884",12594,1177.4468342721,968.554,2381.70394505904
"11885",12595,1177.64191390065,968.6685,2342.64154082067
"11886",12596,1177.84799555284,968.668,2331.3884971279
"11887",12597,1177.86113778434,1058.77,1974.75960286458
"11888",12598,1178.0434972871,968.297,1830.78705910821
"11889",12599,1178.11200926928,1058.64,4214.26852416992
"11890",12600,1178.36271581612,1058.51,5135.66013081868
"11891",12602,1178.61274414893,1058.51,5371.46919377645
"11892",12603,1178.86478379553,1058.51,2928.06553395589
"11893",12604,1179.05747361538,1007.25,1050.63396453857
"11894",12605,1179.11281714566,1058.5,1276.74183242013
"11895",12606,1179.32377699424,2088,2388.96012115479
"11896",12607,1179.52240014274,88.164,730.315502752929
"11897",12608,1180.32607599021,2088,2801.13238856789
"11898",12610,1181.10072760142,1017.94,1231.61328599841
"11899",12611,1181.32457268296,2088,2940.85579427083
"11900",12612,1181.35277563047,1018.43,2480.82751736187
"11901",12613,1181.60320885791,1017.94,4349.1073042593
"11902",12614,1181.85333897065,1018.06,5918.92063903809
"11903",12615,1182.10377938253,1018.185,5522.53773117065
"11904",12616,1182.32395942108,2088,1857.71309534709
"11905",12617,1182.35596671576,1018.185,3303.33119904111
"11906",12620,1183.32425476885,2088.25,1050.6926651001
"11907",12621,1183.60367478318,1058.61,1685.02600987752
"11908",12622,1183.78316388485,932.657,1851.94363985607
"11909",12623,1183.85773438414,1058.64,2124.70293426514
"11910",12624,1183.95427575214,932.961,1416.83495729669
"11911",12625,1184.10869286709,1058.73,1954.80233891805
"11912",12626,1184.35706869882,1058.24,1144.41274415932
"11913",12627,1184.41669829418,1776.16,6117.79283885511
"11914",12628,1185.36863907315,1073.29,767.03928308424
"11915",12629,1185.61872202096,1073.88,729.436641652913
"11916",12632,1186.8458028837,1018.065,1107.24590498422
"11917",12633,1187.09730820639,1017.935,2033.65536571504
"11918",12634,1187.34696081693,1018.06,2808.86718058609
"11919",12635,1187.35118991669,1918.2,1403.55080795288
"11920",12636,1187.59609388671,1018.43,2938.71081681001
"11921",12637,1187.84863427636,1018.065,1800.08742904663
"11922",12638,1188.29947324843,80.9105,6342.66270803435
"11923",12639,1188.3540193992,1918.45,1734.15548070272
"11924",12640,1188.61286856348,1586.605,1184.70754397357
"11925",12641,1188.86039682632,1058.51,1729.25665946338
"11926",12642,1189.1113361098,1058.51,2895.86026382446
"11927",12643,1189.30081333146,80.785,2905.37169555463
"11928",12644,1189.35257281628,1918.575,1850.61198679606
"11929",12645,1189.36208278991,1058.255,4123.6906598409
"11930",12646,1189.61123203824,1058.255,3548.33921559652
"11931",12647,1189.76359003179,948.667,857.203574410851
"11932",12648,1189.86378223739,1058.255,2142.31553395589
"11933",12650,1190.35234345622,1918.45,1089.78020351753
"11934",12651,1190.78898320094,932.165,2490.77884324331
"11935",12652,1190.95172221886,932.165,2388.6079320418
"11936",12653,1191.11776422017,932.311,2078.012420179
"11937",12654,1191.27997997566,932.2885,1568.07733390847
"11938",12655,1192.59121276879,1018.19,1409.59828024656
"11939",12656,1192.80229507648,1792.41,2211.43794019814
"11940",12657,1192.84237500447,1018.19,1707.52291870117
"11941",12658,1193.09223690881,1017.94,1734.32024308218
"11942",12659,1193.80393788246,1792.42,1843.58229240038
"11943",12660,1194.3487296648,77.427,108204.061694562
"11944",12661,1194.59870946824,1058.64,1949.68112660324
"11945",12662,1194.81624276976,1815.67,39294.8347098784
"11946",12663,1194.85584686962,1058.385,1674.1129099528
"11947",12664,1195.10684278961,1058.2,2066.20819782359
"11948",12665,1195.35125187602,77.427,55775.4741581832
"11949",12667,1195.45355985008,969.6785,1460.30886458892
"11950",12668,1195.62264223295,968.422,1420.72057676407
"11951",12669,1195.79138380006,968.9295,1344.22019422039
"11952",12670,1195.81940071742,1815.545,34074.6740261459
"11953",12671,1196.35386711043,77.4535,21180.5075567891
"11954",12672,1196.82249029431,1815.42,14358.3965970401
"11955",12673,1197.35755762727,77.6595,6787.28282825881
"11956",12675,1197.82616729522,1815.795,3911.7872207116
"11957",12676,1197.92883405042,1801.54,6704.10432815552
"11958",12677,1198.00373642278,969.2945,1940.72889349564
"11959",12678,1198.20232795157,969.296,1808.37622916418
"11960",12679,1198.33803818127,1018.19,720.392699186453
"11961",12680,1198.35890300026,77.443,1779.8363437614
"11962",12681,1198.41504439999,969.186,1517.79841520058
"11963",12682,1198.43156939829,1800.915,7938.05702693578
"11964",12683,1198.5650043344,948.666,1110.06821185159
"11965",12684,1198.60841487822,968.671,1307.90159899406
"11966",12685,1198.93242477981,1801.665,7207.17668309403
"11967",12687,1199.7724417355,1815.67,9010.66654100904
"11968",12688,1200.60043390099,1058,1233.5994448401
"11969",12689,1200.59783421776,2611.41,1939.02738944266
"11970",12690,1200.77410623337,1815.67,7512.60609934343
"11971",12691,1201.777509525,1815.67,2798.87063456624
"11972",12692,1202.33341835266,2109.13,63299.8674379985
"11973",12694,1202.79586046748,969.045,1557.1197976139
"11974",12695,1203.33448591763,2109.13,76303.3087234497
"11975",12697,1204.33320417136,2109.13,80754.6761182149
"11976",12698,1205.33293617716,2109.13,56982.0882161458
"11977",12699,1205.85580607447,1803.92,1005.73405965169
"11978",12700,1206.00327436053,968.918,760.201642697425
"11979",12702,1206.33170624774,2109.135,36023.8475697835
"11980",12703,1206.41109103517,968.797,2668.70658458093
"11981",12704,1206.60651305833,968.67,5333.01687157937
"11982",12705,1206.80683417604,968.679,7135.08378822279
"11983",12706,1207.00737290246,968.67,7243.63880649301
"11984",12707,1207.20881770005,968.67,6348.47013882121
"11985",12708,1207.32778041716,2109.13,20785.1104532878
"11986",12709,1207.40870497962,968.554,3643.89367972925
"11987",12710,1207.60599172905,968.67,1660.34996756522
"11988",12711,1207.94888478451,82.161,831.76983267381
"11989",12712,1208.3210734345,2109.13,11764.1184908549
"11990",12713,1209.31116959274,2109.26,6702.31056976318
"11991",12714,1210.30376136665,2109.13,3367.544825236
"11992",12715,1210.79982966086,968.7955,1626.50701769703
"11993",12716,1210.8108313296,1767.05,8533.69552276557
"11994",12717,1211.00516848109,968.679,3003.98757029581
"11995",12718,1211.2046373744,968.554,4395.31518584065
"11996",12719,1211.29556414305,2109.26,1648.75457255046
"11997",12720,1211.34290982181,1719.64,1829.92552315852
"11998",12721,1211.4060859492,969.0455,4464.39018267456
"11999",12722,1211.60515066687,968.554,4092.69222049285
"12000",12723,1211.80352700063,968.679,2623.57678307442
"12001",12724,1211.81438965637,1767.155,7341.46978669645
"12002",12725,1212.00433502561,968.172,1221.08864679605
"12003",12727,1212.61077989392,1006.44,2327.31763749418
"12004",12728,1212.81688662809,1767.41,2685.42896481953
"12005",12729,1212.8160505733,1006.715,3071.89205661351
"12006",12731,1213.0155138635,1006.685,3870.77215366365
"12007",12732,1213.21489322685,1006.685,3093.48923492432
"12008",12735,1214.80427787117,968.668,1477.93909052439
"12009",12736,1215.00444972117,968.545,2111.64716174486
"12010",12737,1215.20720762614,968.554,3330.86617204126
"12011",12738,1215.40867370985,968.554,5734.9371820783
"12012",12739,1215.45028341224,77.6605,43582.226117308
"12013",12740,1215.60784271971,968.429,7704.16292328927
"12014",12741,1215.74570758778,1815.795,8779.22210843094
"12015",12742,1215.76504110486,1767.16,1952.33912150065
"12016",12743,1215.80764016292,968.429,8396.33529469946
"12017",12744,1215.90459853771,1863.44,85839.2175181773
"12018",12745,1215.9517230677,77.6605,49016.8255437775
"12019",12746,1216.00836333069,968.67,7143.20949976828
"12020",12747,1216.0628806664,1833.42,2896.14122114973
"12021",12748,1216.20731176522,968.554,4540.70832929781
"12022",12749,1216.40918025543,968.172,2190.32099192389
"12023",12750,1216.44799525745,77.6765,35830.0952538858
"12024",12751,1216.74895036391,1815.67,7149.44095636729
"12025",12752,1216.76798968083,1767.285,1512.51659612792
"12026",12753,1216.80572416562,93.645,2796.77076671706
"12027",12754,1216.9077728703,1863.44,72721.4170753684
"12028",12755,1216.95387792728,77.6605,16859.5814134221
"12029",12756,1217.01297746689,1006.94,959.315133585627
"12030",12757,1217.06491740574,1833.425,2367.76158777873
"12031",12758,1217.21086609635,1006.43,1425.86638878292
"12032",12759,1217.33561484138,76.3005,6028.31985337321
"12033",12760,1217.38309113458,2137.64,1069.44942122458
"12034",12761,1217.41228364435,1006.68,1393.29688990489
"12035",12762,1217.45089794853,77.4265,6003.5268796395
"12036",12763,1217.75115137234,1815.795,3088.60901769002
"12037",12764,1217.91075001279,1863.44,32937.8863689923
"12038",12765,1217.95324335227,77.693,2581.8028467953
"12039",12766,1218.33742145167,76.409,2704.5785463243
"12040",12767,1218.38454029662,2137.77,1078.04460144043
"12041",12768,1218.81099103737,93.645,2320.15029757278
"12042",12769,1218.91399909267,1863.44,9751.55532691834
"12043",12770,1219.0000863906,968.668,1177.04874300712
"12044",12771,1219.1998597292,969.168,1202.14832073517
"12045",12772,1219.40435445162,968.172,1256.11941233622
"12046",12773,1219.6017145153,968.554,2290.63557312523
"12047",12774,1219.80341254073,968.545,3405.12001030886
"12048",12775,1219.91557612532,1863.44,2474.21282376122
"12049",12776,1220.00515587288,968.429,4922.36412169082
"12050",12777,1220.20514899928,968.429,5427.21739840716
"12051",12778,1220.34256455604,1949.46,4014.64389066462
"12052",12779,1220.40643111296,968.554,4444.87470382619
"12053",12780,1220.43877031388,1792.66,1571.28137034018
"12054",12781,1220.60326538536,969.168,2637.18878675458
"12055",12782,1220.8015173314,968.921,1474.31162493665
"12056",12783,1221.2162567706,1006.44,1265.56448762709
"12057",12784,1221.34487424944,1949.46,4740.82670604451
"12058",12785,1221.41745057756,1006.43,2158.39157736452
"12059",12786,1221.61550406129,1006.81,3087.0857556661
"12060",12787,1221.81561789956,1006.685,3578.11682764689
"12061",12788,1222.01579171343,1006.685,3146.13254914349
"12062",12789,1222.21634851581,1006.43,1846.61771011353
"12063",12790,1222.34243825385,1949.46,4845.08276174063
"12064",12791,1223.34261605471,1949.46,3471.93917175621
"12065",12792,1223.39806093629,969.168,1002.85161124081
"12066",12793,1223.59914032103,969.0535,1038.95929229947
"12067",12794,1224.00162092663,968.172,1537.06565328792
"12068",12795,1224.2023289884,968.429,1959.79855406727
"12069",12796,1224.34091210672,1949.465,1964.08947620646
"12070",12797,1224.40240093337,968.429,2838.76719988738
"12071",12798,1224.60148806131,968.554,3220.01343979674
"12072",12799,1224.80415315237,968.67,2860.28342111075
"12073",12800,1225.0000782009,968.668,1687.3430841468
"12074",12801,1225.32775958253,1949.46,1128.73532268398
"12075",12803,1226.01091526831,1006.685,1523.74911117554
"12076",12804,1226.21210261855,1007,1548.08523686727
"12077",12805,1226.41381637597,1006.18,1202.29210261202
"12078",12806,1226.44008705459,77.176,13780.2120882211
"12079",12807,1226.94227624138,77.1595,12606.3160341622
"12080",12808,1226.95078090456,1803.67,4790.87825486353
"12081",12809,1227.39353262953,83.031,2778.38376105049
"12082",12810,1227.4393435748,77.658,9264.09093203802
"12083",12811,1227.45217184145,1803.92,6989.21168263753
"12084",12813,1227.94455500056,77.176,4418.30080869047
"12085",12814,1227.95414923382,1803.66,5414.17908402741
"12086",12815,1228.34991168221,82.195,1551.41483842754
"12087",12816,1228.45030250841,77.157,2118.45450586337
"12088",12817,1228.45615283362,1803.66,2475.25054550171
"12089",12818,1228.60043041354,968.936,1650.00490183852
"12090",12819,1228.79472351696,968.554,1983.06080875161
"12091",12820,1228.99133021752,968.668,1978.94550958156
"12092",12821,1229.45857798791,77.246,1469.37792675987
"12093",12822,1230.46333647435,77.409,1563.56813083634
"12094",12823,1230.60954357643,932.407,1252.23783858511
"12095",12824,1230.77782303533,932.6595,1644.14792383891
"12096",12825,1230.94293262409,932.162,2076.92700584336
"12097",12826,1231.11069404663,932.161,2116.21957572669
"12098",12827,1231.27323648358,932.0365,1500.44504840007
"12099",12828,1231.47163834124,77.6605,5460.23305736162
"12100",12830,1232.47461052313,77.4535,18950.4295202854
"12101",12831,1233.19317704461,968.5465,661.684710589071
"12102",12832,1233.47862088241,77.427,49074.1376358551
"12103",12834,1233.84814355824,1737.65,1377.13639910836
"12104",12835,1234.4426569395,932.657,1457.89583953788
"12105",12836,1234.48221117287,77.4535,79380.2310950534
"12106",12837,1234.60484514548,932.907,1651.1939653432
"12107",12838,1234.77138112337,932.2845,1662.59021440538
"12108",12839,1234.79395771661,93.6105,2184.3468939653
"12109",12840,1234.85048827659,1738.165,2039.11246617635
"12110",12841,1235.4854695183,77.535,60250.0816734296
"12111",12842,1235.77758056613,969.186,1729.38369692157
"12112",12843,1235.84288983473,1815.42,8170.24239851238
"12113",12844,1235.95480817632,969.0455,1749.96044542796
"12114",12845,1236.45926571692,77.6605,85116.7662798098
"12115",12846,1236.8455150132,1815.545,6359.85106883458
"12116",12847,1236.95714480066,77.6605,93395.2499254306
"12117",12848,1237.46021647362,77.6605,68036.7911282429
"12118",12849,1237.77500836604,932.284,1010.59377658871
"12119",12850,1237.84864646232,1815.67,2808.70323425858
"12120",12851,1237.94274192786,931.912,2022.44279346859
"12121",12852,1237.95882682118,77.6605,33530.6284092768
"12122",12853,1238.10878895393,932.0565,2402.45266535938
"12123",12854,1238.27454832286,932.415,2679.70027139047
"12124",12855,1238.44376851994,931.912,2862.84541286212
"12125",12856,1238.46081398584,77.6605,15679.4741947981
"12126",12857,1238.60775249598,932.0385,1891.13964150068
"12127",12859,1238.95945770822,77.693,5835.71004040996
"12128",12860,1239.4797558752,77.943,2662.93094783586
"12129",12861,1239.61280594004,968.673,1582.82492202188
"12130",12862,1239.77846798142,968.9205,1455.4841935971
"12131",12863,1241.60251824601,931.912,1215.30226196851
"12132",12864,1241.6132688635,1624.865,146350.363286724
"12133",12865,1241.77385108612,932.0565,1676.96645374366
"12134",12866,1241.93977008357,932.2825,1644.7992246636
"12135",12867,1242.10678903577,932.2845,1901.45858238998
"12136",12868,1242.27181993358,931.7865,1569.28612285847
"12137",12869,1242.61634449517,1624.865,105457.911102234
"12138",12871,1243.1180597104,968.921,1615.32075415934
"12139",12872,1243.27988382515,968.936,2139.26665144212
"12140",12873,1243.35956460227,2109.255,20943.6571591695
"12141",12874,1243.45037182655,968.428,1923.84470991828
"12142",12875,1243.61883490045,1624.75,40631.0030644589
"12143",12876,1244.36079320822,2109.13,25133.4028345744
"12144",12877,1244.62173501572,1624.75,12001.1713982831
"12145",12878,1245.35902476871,2109.135,26418.0692723592
"12146",12879,1245.60688873543,932.159,1284.91458851467
"12147",12880,1245.62515272631,1624.745,2659.23883897908
"12148",12882,1246.35882045363,2109.25,19164.0873896281
"12149",12883,1246.77813338005,968.918,1374.57893664975
"12150",12884,1247.35806952824,2109.255,12484.9003664653
"12151",12885,1247.44636011615,76.9095,20686.798737538
"12152",12886,1247.94761296921,76.9095,23337.8051414
"12153",12887,1248.35699493943,2109.26,6817.32154210408
"12154",12888,1248.44908061682,76.9095,16953.1463100013
"12155",12889,1248.95045447403,76.9095,8551.07784094135
"12156",12890,1249.35590964204,2109.38,3475.75015131632
"12157",12891,1249.4531344224,77.157,4237.20568568372
"12158",12893,1250.35394693119,2109.26,1241.72463480632
"12159",12894,1250.41142490045,1710.64,956.099236342674
"12160",12895,1251.83672858042,1767.16,1537.02936116694
"12161",12896,1252.41364051935,85.728,1238.69585553679
"12162",12897,1252.83951584029,1767.16,1328.31815228673
"12163",12898,1253.34405371792,2109.13,1945.76211166382
"12164",12899,1254.34404222546,2109.26,2246.31416829427
"12165",12900,1254.45923887135,76.659,2961.15474686144
"12166",12901,1255.34380615349,2109.26,2506.5980682373
"12167",12902,1255.4604684174,76.6595,6942.52571870079
"12168",12903,1256.34419192585,2109.26,1690.24872970581
"12169",12904,1256.46212386729,76.6595,10670.2309679339
"12170",12905,1256.47396011519,1805.92,5141.85722231681
"12171",12906,1257.34449417803,2109.25,922.976542154948
"12172",12907,1257.46122452874,77.4535,91821.7933943783
"12173",12908,1257.47714933286,1805.54,1499.63823064168
"12174",12909,1257.96226237647,77.6605,99140.5631930064
"12175",12910,1258.46302130026,77.66,72862.6269698182
"12176",12911,1258.64013486092,1624.865,3779.1015669807
"12177",12912,1258.96366631245,77.6605,38103.3324680447
"12178",12913,1259.46443205895,77.677,24178.08623141
